Onset,stim
12677.421,fix
12685.471,cue
12688.43,rh
12700.585,cue
12703.557,lf
12715.712,cue
12718.685,t
12730.84,cue
12733.812,rf
12745.967,cue
12748.939,lh
12760.939,fix
12776.088,cue
12779.06,t
12791.215,cue
12794.187,lf
12806.342,cue
12809.315,rh
12821.315,fix
12836.464,cue
12839.436,lh
12851.591,cue
12854.563,rf
12866.563,fix
12881.901,fix
12889.951,cue
12892.91,lh
12905.065,cue
12908.037,rf
12920.037,fix
12935.199,cue
12938.158,t
12950.313,cue
12953.285,lf
12965.44,cue
12968.413,rh
12980.413,fix
12995.562,cue
12998.534,lh
13010.689,cue
13013.661,t
13025.816,cue
13028.788,rf
13040.943,cue
13043.915,rh
13056.07,cue
13059.042,lf
13071.042,fix
13086.381,fix
13094.431,cue
13097.39,rh
13109.545,cue
13112.517,lf
13124.672,cue
13127.645,t
13139.8,cue
13142.772,rf
13154.927,cue
13157.899,lh
13169.899,fix
13185.048,cue
13188.02,t
13200.175,cue
13203.147,lf
13215.302,cue
13218.275,rh
13230.275,fix
13245.424,cue
13248.396,lh
13260.551,cue
13263.523,rf
13275.523,fix
13290.861,fix
13298.911,cue
13301.87,lh
13314.025,cue
13316.997,rf
13328.997,fix
13344.159,cue
13347.118,t
13359.273,cue
13362.245,lf
13374.4,cue
13377.373,rh
13389.373,fix
13404.522,cue
13407.494,lh
13419.649,cue
13422.621,t
13434.776,cue
13437.748,rf
13449.903,cue
13452.875,rh
13465.03,cue
13468.002,lf
13480.002,fix
13495.341,fix
13503.391,cue
13506.35,rh
13518.505,cue
13521.477,lf
13533.632,cue
13536.605,t
13548.76,cue
13551.732,rf
13563.887,cue
13566.859,lh
13578.859,fix
13594.008,cue
13596.98,t
13609.135,cue
13612.107,lf
13624.262,cue
13627.235,rh
13639.235,fix
13654.384,cue
13657.356,lh
13669.511,cue
13672.483,rf
13684.483,fix
13699.821,fix
13707.871,cue
13710.83,lh
13722.985,cue
13725.957,rf
13737.957,fix
13753.119,cue
13756.078,t
13768.233,cue
13771.205,lf
13783.36,cue
13786.333,rh
13798.333,fix
13813.482,cue
13816.454,lh
13828.609,cue
13831.581,t
13843.736,cue
13846.708,rf
13858.863,cue
13861.835,rh
13873.99,cue
13876.962,lf
13888.962,fix
13904.301,fix
13912.351,cue
13915.31,rh
13927.465,cue
13930.437,lf
13942.592,cue
13945.565,t
13957.72,cue
13960.692,rf
13972.847,cue
13975.819,lh
13987.819,fix
14002.968,cue
14005.94,t
14018.095,cue
14021.067,lf
14033.222,cue
14036.195,rh
14048.195,fix
14063.344,cue
14066.316,lh
14078.471,cue
14081.443,rf
14093.443,fix
14108.781,fix
14116.831,cue
14119.79,lh
14131.945,cue
14134.917,rf
14146.917,fix
14162.079,cue
14165.038,t
14177.193,cue
14180.165,lf
14192.32,cue
14195.293,rh
14207.293,fix
14222.442,cue
14225.414,lh
14237.569,cue
14240.541,t
14252.696,cue
14255.668,rf
14267.823,cue
14270.795,rh
14282.95,cue
14285.922,lf
14297.922,fix
14313.261,fix
14321.311,cue
14324.27,rh
14336.425,cue
14339.397,lf
14351.552,cue
14354.525,t
14366.68,cue
14369.652,rf
14381.807,cue
14384.779,lh
14396.779,fix
14411.928,cue
14414.9,t
14427.055,cue
14430.027,lf
14442.182,cue
14445.155,rh
14457.155,fix
14472.304,cue
14475.276,lh
14487.431,cue
14490.403,rf
14502.403,fix
14517.741,fix
14525.791,cue
14528.75,lh
14540.905,cue
14543.877,rf
14555.877,fix
14571.039,cue
14573.998,t
14586.153,cue
14589.125,lf
14601.28,cue
14604.253,rh
14616.253,fix
14631.402,cue
14634.374,lh
14646.529,cue
14649.501,t
14661.656,cue
14664.628,rf
14676.783,cue
14679.755,rh
14691.91,cue
14694.882,lf
14706.882,fix
14722.221,fix
14730.271,cue
14733.23,rh
14745.385,cue
14748.357,lf
14760.512,cue
14763.485,t
14775.64,cue
14778.612,rf
14790.767,cue
14793.739,lh
14805.739,fix
14820.888,cue
14823.86,t
14836.015,cue
14838.987,lf
14851.142,cue
14854.115,rh
14866.115,fix
14881.264,cue
14884.236,lh
14896.391,cue
14899.363,rf
14911.363,fix
14926.701,fix
14934.751,cue
14937.71,lh
14949.865,cue
14952.837,rf
14964.837,fix
14979.999,cue
14982.958,t
14995.113,cue
14998.085,lf
15010.24,cue
15013.213,rh
15025.213,fix
15040.362,cue
15043.334,lh
15055.489,cue
15058.461,t
15070.616,cue
15073.588,rf
15085.743,cue
15088.715,rh
15100.87,cue
15103.842,lf
15115.842,fix
15131.181,fix
15139.231,cue
15142.19,rh
15154.345,cue
15157.317,lf
15169.472,cue
15172.445,t
15184.6,cue
15187.572,rf
15199.727,cue
15202.699,lh
15214.699,fix
15229.848,cue
15232.82,t
15244.975,cue
15247.947,lf
15260.102,cue
15263.075,rh
15275.075,fix
15290.224,cue
15293.196,lh
15305.351,cue
15308.323,rf
15320.323,fix
15335.661,fix
15343.711,cue
15346.67,lh
15358.825,cue
15361.797,rf
15373.797,fix
15388.959,cue
15391.918,t
15404.073,cue
15407.045,lf
15419.2,cue
15422.173,rh
15434.173,fix
15449.322,cue
15452.294,lh
15464.449,cue
15467.421,t
15479.576,cue
15482.548,rf
15494.703,cue
15497.675,rh
15509.83,cue
15512.802,lf
15524.802,fix
15540.141,fix
15548.191,cue
15551.15,rh
15563.305,cue
15566.277,lf
15578.432,cue
15581.405,t
15593.56,cue
15596.532,rf
15608.687,cue
15611.659,lh
15623.659,fix
15638.808,cue
15641.78,t
15653.935,cue
15656.907,lf
15669.062,cue
15672.035,rh
15684.035,fix
15699.184,cue
15702.156,lh
15714.311,cue
15717.283,rf
15729.283,fix
15744.621,fix
15752.671,cue
15755.63,lh
15767.785,cue
15770.757,rf
15782.757,fix
15797.919,cue
15800.878,t
15813.033,cue
15816.005,lf
15828.16,cue
15831.133,rh
15843.133,fix
15858.282,cue
15861.254,lh
15873.409,cue
15876.381,t
15888.536,cue
15891.508,rf
15903.663,cue
15906.635,rh
15918.79,cue
15921.762,lf
15933.762,fix
15949.101,fix
15957.151,cue
15960.11,rh
15972.265,cue
15975.237,lf
15987.392,cue
15990.365,t
16002.52,cue
16005.492,rf
16017.647,cue
16020.619,lh
16032.619,fix
16047.768,cue
16050.74,t
16062.895,cue
16065.867,lf
16078.022,cue
16080.995,rh
16092.995,fix
16108.144,cue
16111.116,lh
16123.271,cue
16126.243,rf
16138.243,fix
16153.581,fix
16161.631,cue
16164.59,lh
16176.745,cue
16179.717,rf
16191.717,fix
16206.879,cue
16209.838,t
16221.993,cue
16224.965,lf
16237.12,cue
16240.093,rh
16252.093,fix
16267.242,cue
16270.214,lh
16282.369,cue
16285.341,t
16297.496,cue
16300.468,rf
16312.623,cue
16315.595,rh
16327.75,cue
16330.722,lf
16342.722,fix
16358.061,fix
16366.111,cue
16369.07,rh
16381.225,cue
16384.197,lf
16396.352,cue
16399.325,t
16411.48,cue
16414.452,rf
16426.607,cue
16429.579,lh
16441.579,fix
16456.728,cue
16459.7,t
16471.855,cue
16474.827,lf
16486.982,cue
16489.955,rh
16501.955,fix
16517.104,cue
16520.076,lh
16532.231,cue
16535.203,rf
16547.203,fix
16562.541,fix
16570.591,cue
16573.55,lh
16585.705,cue
16588.677,rf
16600.677,fix
16615.839,cue
16618.798,t
16630.953,cue
16633.925,lf
16646.08,cue
16649.053,rh
16661.053,fix
16676.202,cue
16679.174,lh
16691.329,cue
16694.301,t
16706.456,cue
16709.428,rf
16721.583,cue
16724.555,rh
16736.71,cue
16739.682,lf
16751.682,fix
16767.021,fix
16775.071,cue
16778.03,rh
16790.185,cue
16793.157,lf
16805.312,cue
16808.285,t
16820.44,cue
16823.412,rf
16835.567,cue
16838.539,lh
16850.539,fix
16865.688,cue
16868.66,t
16880.815,cue
16883.787,lf
16895.942,cue
16898.915,rh
16910.915,fix
16926.064,cue
16929.036,lh
16941.191,cue
16944.163,rf
16956.163,fix
16971.501,fix
16979.551,cue
16982.51,lh
16994.665,cue
16997.637,rf
17009.637,fix
17024.799,cue
17027.758,t
17039.913,cue
17042.885,lf
17055.04,cue
17058.013,rh
17070.013,fix
17085.162,cue
17088.134,lh
17100.289,cue
17103.261,t
17115.416,cue
17118.388,rf
17130.543,cue
17133.515,rh
17145.67,cue
17148.642,lf
17160.642,fix
17175.981,fix
17184.031,cue
17186.99,rh
17199.145,cue
17202.117,lf
17214.272,cue
17217.245,t
17229.4,cue
17232.372,rf
17244.527,cue
17247.499,lh
17259.499,fix
17274.648,cue
17277.62,t
17289.775,cue
17292.747,lf
17304.902,cue
17307.875,rh
17319.875,fix
17335.024,cue
17337.996,lh
17350.151,cue
17353.123,rf
17365.123,fix
17380.461,fix
17388.511,cue
17391.47,lh
17403.625,cue
17406.597,rf
17418.597,fix
17433.759,cue
17436.718,t
17448.873,cue
17451.845,lf
17464,cue
17466.973,rh
17478.973,fix
17494.122,cue
17497.094,lh
17509.249,cue
17512.221,t
17524.376,cue
17527.348,rf
17539.503,cue
17542.475,rh
17554.63,cue
17557.602,lf
17569.602,fix
17584.941,fix
17592.991,cue
17595.95,rh
17608.105,cue
17611.077,lf
17623.232,cue
17626.205,t
17638.36,cue
17641.332,rf
17653.487,cue
17656.459,lh
17668.459,fix
17683.608,cue
17686.58,t
17698.735,cue
17701.707,lf
17713.862,cue
17716.835,rh
17728.835,fix
17743.984,cue
17746.956,lh
17759.111,cue
17762.083,rf
17774.083,fix
17789.421,fix
17797.471,cue
17800.43,lh
17812.585,cue
17815.557,rf
17827.557,fix
17842.719,cue
17845.678,t
17857.833,cue
17860.805,lf
17872.96,cue
17875.933,rh
17887.933,fix
17903.082,cue
17906.054,lh
17918.209,cue
17921.181,t
17933.336,cue
17936.308,rf
17948.463,cue
17951.435,rh
17963.59,cue
17966.562,lf
17978.562,fix
17993.901,fix
18001.951,cue
18004.91,rh
18017.065,cue
18020.037,lf
18032.192,cue
18035.165,t
18047.32,cue
18050.292,rf
18062.447,cue
18065.419,lh
18077.419,fix
18092.568,cue
18095.54,t
18107.695,cue
18110.667,lf
18122.822,cue
18125.795,rh
18137.795,fix
18152.944,cue
18155.916,lh
18168.071,cue
18171.043,rf
18183.043,fix
18198.381,fix
18206.431,cue
18209.39,lh
18221.545,cue
18224.517,rf
18236.517,fix
18251.679,cue
18254.638,t
18266.793,cue
18269.765,lf
18281.92,cue
18284.893,rh
18296.893,fix
18312.042,cue
18315.014,lh
18327.169,cue
18330.141,t
18342.296,cue
18345.268,rf
18357.423,cue
18360.395,rh
18372.55,cue
18375.522,lf
18387.522,fix
18402.861,fix
18410.911,cue
18413.87,rh
18426.025,cue
18428.997,lf
18441.152,cue
18444.125,t
18456.28,cue
18459.252,rf
18471.407,cue
18474.379,lh
18486.379,fix
18501.528,cue
18504.5,t
18516.655,cue
18519.627,lf
18531.782,cue
18534.755,rh
18546.755,fix
18561.904,cue
18564.876,lh
18577.031,cue
18580.003,rf
18592.003,fix
18607.341,fix
18615.391,cue
18618.35,lh
18630.505,cue
18633.477,rf
18645.477,fix
18660.639,cue
18663.598,t
18675.753,cue
18678.725,lf
18690.88,cue
18693.853,rh
18705.853,fix
18721.002,cue
18723.974,lh
18736.129,cue
18739.101,t
18751.256,cue
18754.228,rf
18766.383,cue
18769.355,rh
18781.51,cue
18784.482,lf
18796.482,fix
18811.821,fix
18819.871,cue
18822.83,rh
18834.985,cue
18837.957,lf
18850.112,cue
18853.085,t
18865.24,cue
18868.212,rf
18880.367,cue
18883.339,lh
18895.339,fix
18910.488,cue
18913.46,t
18925.615,cue
18928.587,lf
18940.742,cue
18943.715,rh
18955.715,fix
18970.864,cue
18973.836,lh
18985.991,cue
18988.963,rf
19000.963,fix
19016.301,fix
19024.351,cue
19027.31,lh
19039.465,cue
19042.437,rf
19054.437,fix
19069.599,cue
19072.558,t
19084.713,cue
19087.685,lf
19099.84,cue
19102.813,rh
19114.813,fix
19129.962,cue
19132.934,lh
19145.089,cue
19148.061,t
19160.216,cue
19163.188,rf
19175.343,cue
19178.315,rh
19190.47,cue
19193.442,lf
19205.442,fix
19220.781,fix
19228.831,cue
19231.79,rh
19243.945,cue
19246.917,lf
19259.072,cue
19262.045,t
19274.2,cue
19277.172,rf
19289.327,cue
19292.299,lh
19304.299,fix
19319.448,cue
19322.42,t
19334.575,cue
19337.547,lf
19349.702,cue
19352.675,rh
19364.675,fix
19379.824,cue
19382.796,lh
19394.951,cue
19397.923,rf
19409.923,fix
19425.261,fix
19433.311,cue
19436.27,lh
19448.425,cue
19451.397,rf
19463.397,fix
19478.559,cue
19481.518,t
19493.673,cue
19496.645,lf
19508.8,cue
19511.773,rh
19523.773,fix
19538.922,cue
19541.894,lh
19554.049,cue
19557.021,t
19569.176,cue
19572.148,rf
19584.303,cue
19587.275,rh
19599.43,cue
19602.402,lf
19614.402,fix
19629.741,fix
19637.791,cue
19640.75,rh
19652.905,cue
19655.877,lf
19668.032,cue
19671.005,t
19683.16,cue
19686.132,rf
19698.287,cue
19701.259,lh
19713.259,fix
19728.408,cue
19731.38,t
19743.535,cue
19746.507,lf
19758.662,cue
19761.635,rh
19773.635,fix
19788.784,cue
19791.756,lh
19803.911,cue
19806.883,rf
19818.883,fix
19834.221,fix
19842.271,cue
19845.23,lh
19857.385,cue
19860.357,rf
19872.357,fix
19887.519,cue
19890.478,t
19902.633,cue
19905.605,lf
19917.76,cue
19920.733,rh
19932.733,fix
19947.882,cue
19950.854,lh
19963.009,cue
19965.981,t
19978.136,cue
19981.108,rf
19993.263,cue
19996.235,rh
20008.39,cue
20011.362,lf
20023.362,fix
20038.701,fix
20046.751,cue
20049.71,rh
20061.865,cue
20064.837,lf
20076.992,cue
20079.965,t
20092.12,cue
20095.092,rf
20107.247,cue
20110.219,lh
20122.219,fix
20137.368,cue
20140.34,t
20152.495,cue
20155.467,lf
20167.622,cue
20170.595,rh
20182.595,fix
20197.744,cue
20200.716,lh
20212.871,cue
20215.843,rf
20227.843,fix
20243.181,fix
20251.231,cue
20254.19,lh
20266.345,cue
20269.317,rf
20281.317,fix
20296.479,cue
20299.438,t
20311.593,cue
20314.565,lf
20326.72,cue
20329.693,rh
20341.693,fix
20356.842,cue
20359.814,lh
20371.969,cue
20374.941,t
20387.096,cue
20390.068,rf
20402.223,cue
20405.195,rh
20417.35,cue
20420.322,lf
20432.322,fix
20447.661,fix
20455.711,cue
20458.67,rh
20470.825,cue
20473.797,lf
20485.952,cue
20488.925,t
20501.08,cue
20504.052,rf
20516.207,cue
20519.179,lh
20531.179,fix
20546.328,cue
20549.3,t
20561.455,cue
20564.427,lf
20576.582,cue
20579.555,rh
20591.555,fix
20606.704,cue
20609.676,lh
20621.831,cue
20624.803,rf
20636.803,fix
20652.141,fix
20660.191,cue
20663.15,lh
20675.305,cue
20678.277,rf
20690.277,fix
20705.439,cue
20708.398,t
20720.553,cue
20723.525,lf
20735.68,cue
20738.653,rh
20750.653,fix
20765.802,cue
20768.774,lh
20780.929,cue
20783.901,t
20796.056,cue
20799.028,rf
20811.183,cue
20814.155,rh
20826.31,cue
20829.282,lf
20841.282,fix
20856.621,fix
20864.671,cue
20867.63,rh
20879.785,cue
20882.757,lf
20894.912,cue
20897.885,t
20910.04,cue
20913.012,rf
20925.167,cue
20928.139,lh
20940.139,fix
20955.288,cue
20958.26,t
20970.415,cue
20973.387,lf
20985.542,cue
20988.515,rh
21000.515,fix
21015.664,cue
21018.636,lh
21030.791,cue
21033.763,rf
21045.763,fix
21061.101,fix
21069.151,cue
21072.11,lh
21084.265,cue
21087.237,rf
21099.237,fix
21114.399,cue
21117.358,t
21129.513,cue
21132.485,lf
21144.64,cue
21147.613,rh
21159.613,fix
21174.762,cue
21177.734,lh
21189.889,cue
21192.861,t
21205.016,cue
21207.988,rf
21220.143,cue
21223.115,rh
21235.27,cue
21238.242,lf
21250.242,fix
21265.581,fix
21273.631,cue
21276.59,rh
21288.745,cue
21291.717,lf
21303.872,cue
21306.845,t
21319,cue
21321.972,rf
21334.127,cue
21337.099,lh
21349.099,fix
21364.248,cue
21367.22,t
21379.375,cue
21382.347,lf
21394.502,cue
21397.475,rh
21409.475,fix
21424.624,cue
21427.596,lh
21439.751,cue
21442.723,rf
21454.723,fix
21470.061,fix
21478.111,cue
21481.07,lh
21493.225,cue
21496.197,rf
21508.197,fix
21523.359,cue
21526.318,t
21538.473,cue
21541.445,lf
21553.6,cue
21556.573,rh
21568.573,fix
21583.722,cue
21586.694,lh
21598.849,cue
21601.821,t
21613.976,cue
21616.948,rf
21629.103,cue
21632.075,rh
21644.23,cue
21647.202,lf
21659.202,fix
21674.541,fix
21682.591,cue
21685.55,rh
21697.705,cue
21700.677,lf
21712.832,cue
21715.805,t
21727.96,cue
21730.932,rf
21743.087,cue
21746.059,lh
21758.059,fix
21773.208,cue
21776.18,t
21788.335,cue
21791.307,lf
21803.462,cue
21806.435,rh
21818.435,fix
21833.584,cue
21836.556,lh
21848.711,cue
21851.683,rf
21863.683,fix
21879.021,fix
21887.071,cue
21890.03,lh
21902.185,cue
21905.157,rf
21917.157,fix
21932.319,cue
21935.278,t
21947.433,cue
21950.405,lf
21962.56,cue
21965.533,rh
21977.533,fix
21992.682,cue
21995.654,lh
22007.809,cue
22010.781,t
22022.936,cue
22025.908,rf
22038.063,cue
22041.035,rh
22053.19,cue
22056.162,lf
22068.162,fix
22083.501,fix
22091.551,cue
22094.51,rh
22106.665,cue
22109.637,lf
22121.792,cue
22124.765,t
22136.92,cue
22139.892,rf
22152.047,cue
22155.019,lh
22167.019,fix
22182.168,cue
22185.14,t
22197.295,cue
22200.267,lf
22212.422,cue
22215.395,rh
22227.395,fix
22242.544,cue
22245.516,lh
22257.671,cue
22260.643,rf
22272.643,fix
22287.981,fix
22296.031,cue
22298.99,lh
22311.145,cue
22314.117,rf
22326.117,fix
22341.279,cue
22344.238,t
22356.393,cue
22359.365,lf
22371.52,cue
22374.493,rh
22386.493,fix
22401.642,cue
22404.614,lh
22416.769,cue
22419.741,t
22431.896,cue
22434.868,rf
22447.023,cue
22449.995,rh
22462.15,cue
22465.122,lf
22477.122,fix
22492.461,fix
22500.511,cue
22503.47,rh
22515.625,cue
22518.597,lf
22530.752,cue
22533.725,t
22545.88,cue
22548.852,rf
22561.007,cue
22563.979,lh
22575.979,fix
22591.128,cue
22594.1,t
22606.255,cue
22609.227,lf
22621.382,cue
22624.355,rh
22636.355,fix
22651.504,cue
22654.476,lh
22666.631,cue
22669.603,rf
22681.603,fix
22696.941,fix
22704.991,cue
22707.95,lh
22720.105,cue
22723.077,rf
22735.077,fix
22750.239,cue
22753.198,t
22765.353,cue
22768.325,lf
22780.48,cue
22783.453,rh
22795.453,fix
22810.602,cue
22813.574,lh
22825.729,cue
22828.701,t
22840.856,cue
22843.828,rf
22855.983,cue
22858.955,rh
22871.11,cue
22874.082,lf
22886.082,fix
22901.421,fix
22909.471,cue
22912.43,rh
22924.585,cue
22927.557,lf
22939.712,cue
22942.685,t
22954.84,cue
22957.812,rf
22969.967,cue
22972.939,lh
22984.939,fix
23000.088,cue
23003.06,t
23015.215,cue
23018.187,lf
23030.342,cue
23033.315,rh
23045.315,fix
23060.464,cue
23063.436,lh
23075.591,cue
23078.563,rf
23090.563,fix
23105.901,fix
23113.951,cue
23116.91,lh
23129.065,cue
23132.037,rf
23144.037,fix
23159.199,cue
23162.158,t
23174.313,cue
23177.285,lf
23189.44,cue
23192.413,rh
23204.413,fix
23219.562,cue
23222.534,lh
23234.689,cue
23237.661,t
23249.816,cue
23252.788,rf
23264.943,cue
23267.915,rh
23280.07,cue
23283.042,lf
23295.042,fix
23310.381,fix
23318.431,cue
23321.39,rh
23333.545,cue
23336.517,lf
23348.672,cue
23351.645,t
23363.8,cue
23366.772,rf
23378.927,cue
23381.899,lh
23393.899,fix
23409.048,cue
23412.02,t
23424.175,cue
23427.147,lf
23439.302,cue
23442.275,rh
23454.275,fix
23469.424,cue
23472.396,lh
23484.551,cue
23487.523,rf
23499.523,fix
23514.861,fix
23522.911,cue
23525.87,lh
23538.025,cue
23540.997,rf
23552.997,fix
23568.159,cue
23571.118,t
23583.273,cue
23586.245,lf
23598.4,cue
23601.373,rh
23613.373,fix
23628.522,cue
23631.494,lh
23643.649,cue
23646.621,t
23658.776,cue
23661.748,rf
23673.903,cue
23676.875,rh
23689.03,cue
23692.002,lf
23704.002,fix
23719.341,fix
23727.391,cue
23730.35,rh
23742.505,cue
23745.477,lf
23757.632,cue
23760.605,t
23772.76,cue
23775.732,rf
23787.887,cue
23790.859,lh
23802.859,fix
23818.008,cue
23820.98,t
23833.135,cue
23836.107,lf
23848.262,cue
23851.235,rh
23863.235,fix
23878.384,cue
23881.356,lh
23893.511,cue
23896.483,rf
23908.483,fix
23923.821,fix
23931.871,cue
23934.83,lh
23946.985,cue
23949.957,rf
23961.957,fix
23977.119,cue
23980.078,t
23992.233,cue
23995.205,lf
24007.36,cue
24010.333,rh
24022.333,fix
24037.482,cue
24040.454,lh
24052.609,cue
24055.581,t
24067.736,cue
24070.708,rf
24082.863,cue
24085.835,rh
24097.99,cue
24100.962,lf
24112.962,fix
24128.301,fix
24136.351,cue
24139.31,rh
24151.465,cue
24154.437,lf
24166.592,cue
24169.565,t
24181.72,cue
24184.692,rf
24196.847,cue
24199.819,lh
24211.819,fix
24226.968,cue
24229.94,t
24242.095,cue
24245.067,lf
24257.222,cue
24260.195,rh
24272.195,fix
24287.344,cue
24290.316,lh
24302.471,cue
24305.443,rf
24317.443,fix
24332.781,fix
24340.831,cue
24343.79,lh
24355.945,cue
24358.917,rf
24370.917,fix
24386.079,cue
24389.038,t
24401.193,cue
24404.165,lf
24416.32,cue
24419.293,rh
24431.293,fix
24446.442,cue
24449.414,lh
24461.569,cue
24464.541,t
24476.696,cue
24479.668,rf
24491.823,cue
24494.795,rh
24506.95,cue
24509.922,lf
24521.922,fix
